,user_id,Recency,Frequency,Monetary
817,USER_01990,220,1,3482.44
818,USER_01991,238,1,7592.96
819,USER_01992,11,1,5903.33
820,USER_01999,59,1,7034.04
821,USER_02003,356,1,3219.31
822,USER_02004,150,1,5531.99
823,USER_02007,95,1,2539.47
824,USER_02019,20,1,125.09
825,USER_02022,78,1,3484.8
826,USER_02026,227,1,3251.29
827,USER_02029,69,1,7269.1
828,USER_02032,241,1,8969.82
829,USER_02033,233,1,6044.07
830,USER_02034,290,1,6365.09
831,USER_02037,152,1,4336.61
832,USER_02040,252,2,18470.36
833,USER_02041,210,1,803.9
834,USER_02043,58,2,14555.21
835,USER_02046,159,2,15630.11
836,USER_02047,327,1,1421.74
837,USER_02050,208,1,7635.76
838,USER_02053,144,1,7764.49
839,USER_02054,260,1,8929.78
840,USER_02055,120,1,238.87
841,USER_02057,321,1,1006.67
842,USER_02065,10,3,8576.25
843,USER_02066,106,1,555.22
844,USER_02067,258,1,6969.1
845,USER_02068,79,1,2490.7
846,USER_02074,349,1,9726.17
847,USER_02075,351,1,9274.76
848,USER_02077,48,2,9804.35
849,USER_02079,354,1,1131.67
850,USER_02081,123,1,2830.4
851,USER_02087,248,1,5247.1
852,USER_02090,329,1,4105.71
853,USER_02093,135,1,5828.14
854,USER_02102,139,2,15510.27
855,USER_02103,179,1,4081.19
856,USER_02107,312,1,9883.67
857,USER_02109,137,1,9483.2
858,USER_02110,347,1,7514.41
859,USER_02113,270,1,6443.24
860,USER_02114,305,1,1055.15
861,USER_02116,318,1,1817.18
862,USER_02117,46,1,5037.99
863,USER_02119,356,1,9563.15
864,USER_02122,216,2,15776.64
865,USER_02123,157,2,4437.049999999999
866,USER_02125,80,1,8073.57
867,USER_02127,161,1,6926.49
868,USER_02128,189,1,7242.63
869,USER_02129,359,1,7517.7
870,USER_02135,173,3,13567.81
871,USER_02139,230,1,8543.63
872,USER_02145,113,2,10119.34
873,USER_02147,342,1,5540.38
874,USER_02151,217,1,1457.07
875,USER_02155,23,3,9393.33
876,USER_02156,42,2,12655.54
877,USER_02157,186,1,693.42
878,USER_02160,297,2,9922.56
879,USER_02162,16,3,14742.359999999999
880,USER_02163,331,2,5091.93
881,USER_02165,162,1,3827.62
882,USER_02166,207,1,3340.86
883,USER_02168,145,3,18491.440000000002
884,USER_02173,243,1,8831.75
885,USER_02178,77,2,13928.8
886,USER_02179,308,1,3728.98
887,USER_02180,255,1,5598.47
888,USER_02183,44,1,5245.66
889,USER_02184,63,1,511.66
890,USER_02185,150,1,8898.35
891,USER_02186,299,1,8240.53
892,USER_02189,77,1,5811.15
893,USER_02190,203,1,7886.58
894,USER_02194,175,1,3667.57
895,USER_02197,162,1,6016.49
896,USER_02200,90,1,1227.28
897,USER_02203,187,1,6534.03
898,USER_02204,117,1,9599.75
899,USER_02205,100,1,2011.67
900,USER_02206,14,1,5382.94
901,USER_02212,133,3,8451.15
902,USER_02213,245,1,2560.01
903,USER_02216,22,1,8616.37
904,USER_02217,270,1,7802.91
905,USER_02218,195,1,3428.84
906,USER_02224,201,2,6463.04
907,USER_02225,76,1,4995.84
908,USER_02234,143,1,5579.67
909,USER_02236,229,2,7156.92
910,USER_02238,314,1,7069.87
911,USER_02239,123,1,3412.1
912,USER_02244,58,1,530.59
913,USER_02246,124,1,19.64
914,USER_02247,103,2,7505.87
915,USER_02248,85,1,5666.85
916,USER_02249,45,3,14537.380000000001
917,USER_02252,202,2,10469.17
918,USER_02254,216,1,7674.36
919,USER_02256,217,1,5119.52
920,USER_02257,211,2,8759.03
921,USER_02259,348,1,3366.2
922,USER_02262,288,1,2834.99
923,USER_02263,303,1,7496.34
924,USER_02264,137,1,6081.14
925,USER_02268,87,2,6138.03
926,USER_02272,18,2,17479.879999999997
927,USER_02273,236,1,6836.49
928,USER_02274,273,1,8617.75
929,USER_02275,249,1,204.3
930,USER_02280,312,1,4615.59
931,USER_02283,15,2,5072.46
932,USER_02285,133,1,6342.69
933,USER_02289,165,1,5913.64
934,USER_02294,350,1,377.52
935,USER_02297,278,1,4759.22
936,USER_02298,192,1,4140.75
937,USER_02299,20,1,27.61
938,USER_02302,4,1,7977.17
939,USER_02303,321,1,1605.49
940,USER_02305,332,1,1773.25
941,USER_02306,199,1,8461.22
942,USER_02307,214,1,8252.05
943,USER_02312,52,1,5948.82
944,USER_02313,85,1,5370.4
945,USER_02314,145,1,2277.94
946,USER_02315,53,1,2336.8
947,USER_02316,336,1,4387.71
948,USER_02322,80,2,6664.25
949,USER_02323,12,1,5526.43
950,USER_02325,210,1,8643.24
951,USER_02327,99,1,8584.06
952,USER_02330,248,2,9386.15
953,USER_02331,113,1,8248.57
954,USER_02339,106,1,7459.28
955,USER_02340,307,1,14.23
956,USER_02341,142,1,4568.32
957,USER_02348,223,1,3813.57
958,USER_02349,143,3,14636.199999999999
959,USER_02350,16,1,5262.95
960,USER_02353,352,1,4832.85
961,USER_02355,242,1,4454.55
962,USER_02356,49,2,6106.34
963,USER_02361,109,1,9384.68
964,USER_02365,16,3,10012.33
965,USER_02366,94,1,9566.31
966,USER_02370,151,2,6552.38
967,USER_02372,150,1,1361.74
968,USER_02373,251,2,7069.51
969,USER_02374,331,1,268.75
970,USER_02375,261,1,9199.28
971,USER_02378,319,1,7617.89
972,USER_02381,5,2,10408.67
973,USER_02382,50,1,7416.99
974,USER_02392,204,1,517.82
975,USER_02393,348,1,7364.1
976,USER_02396,174,2,6312.099999999999
977,USER_02402,346,1,8328.33
978,USER_02403,51,1,2151.13
979,USER_02404,86,1,7030.37
980,USER_02408,99,2,4297.94
981,USER_02414,58,3,7227.5
982,USER_02416,13,2,4585.89
983,USER_02417,145,3,19853.379999999997
984,USER_02419,84,2,10622.93
985,USER_02420,233,1,9565.93
986,USER_02422,249,1,3637.4
987,USER_02423,272,1,577.85
988,USER_02424,250,1,4468.87
989,USER_02428,75,1,832.85
990,USER_02429,111,1,706.84
991,USER_02430,200,1,1550.07
992,USER_02431,6,1,9283.03
993,USER_02432,340,1,6810.18
994,USER_02433,304,1,4295.66
995,USER_02439,77,1,7037.6
996,USER_02440,59,2,6676.82
997,USER_02444,11,1,1924.99
998,USER_02447,188,2,4282.18
999,USER_02448,87,1,1193.02
1000,USER_02449,225,1,1622.12
1001,USER_02451,132,1,9013.65
1002,USER_02452,113,1,901.97
1003,USER_02453,100,2,18285.71
1004,USER_02456,248,1,2359.34
1005,USER_02457,108,1,6338.95
1006,USER_02459,227,1,3443.15
1007,USER_02466,144,1,4159.33
1008,USER_02471,219,1,1639.77
1009,USER_02473,140,1,5433.71
1010,USER_02474,77,2,12309.44
1011,USER_02475,148,1,6686.21
1012,USER_02479,117,1,4717.66
1013,USER_02481,4,2,8428.93
1014,USER_02483,304,1,591.4
1015,USER_02484,238,2,7335.43
1016,USER_02488,159,1,1511.61
1017,USER_02489,326,1,8907.5
1018,USER_02494,342,1,4807.1
1019,USER_02499,269,1,7556.33
1020,USER_02500,26,1,3955.54
1021,USER_02501,80,2,15034.22
1022,USER_02503,175,1,2541.25
1023,USER_02504,316,1,150.67
1024,USER_02507,261,1,4020.52
1025,USER_02512,33,1,6658.47
1026,USER_02513,24,1,4086.37
1027,USER_02520,112,1,7423.29
1028,USER_02521,72,1,2374.48
1029,USER_02522,203,1,539.03
1030,USER_02523,86,1,6975.77
1031,USER_02524,360,1,4136.44
1032,USER_02525,13,1,9980.5
1033,USER_02530,124,2,7046.17
1034,USER_02531,16,1,4291.74
1035,USER_02532,185,1,5229.93
1036,USER_02543,319,1,5089.96
1037,USER_02546,300,1,6572.54
1038,USER_02549,141,1,6957.13
1039,USER_02552,110,1,1635.9
1040,USER_02553,186,1,2993.3
1041,USER_02556,289,1,5536.24
1042,USER_02557,266,2,12183.84
1043,USER_02559,43,1,8452.88
1044,USER_02561,24,3,21717.88
1045,USER_02563,252,2,12885.95
1046,USER_02564,116,1,9537.12
1047,USER_02566,248,1,1392.67
1048,USER_02570,177,2,4023.06
1049,USER_02571,81,2,16564.77
1050,USER_02574,99,1,6735.32
1051,USER_02575,17,1,4734.69
1052,USER_02578,25,1,8502.54
1053,USER_02579,45,1,1116.26
1054,USER_02582,50,1,7967.94
1055,USER_02590,363,1,8721.2
1056,USER_02600,195,1,7889.61
1057,USER_02601,224,1,7315.03
1058,USER_02604,52,1,5004.14
1059,USER_02608,261,1,9030.1
1060,USER_02609,195,1,8303.94
1061,USER_02610,92,1,5763.35
1062,USER_02615,266,1,1364.09
1063,USER_02621,340,1,2662.31
1064,USER_02622,107,2,8292.43
1065,USER_02624,208,1,2625.89
1066,USER_02625,114,1,8096.69
1067,USER_02626,4,1,6244.2
1068,USER_02627,119,1,458.41
1069,USER_02631,1,1,5157.03
1070,USER_02633,282,1,9786.89
1071,USER_02635,319,1,4058.52
1072,USER_02637,108,1,7078.29
1073,USER_02641,351,1,3555.68
1074,USER_02646,180,1,5178.63
1075,USER_02647,84,1,3294.33
1076,USER_02652,149,1,7259.52
1077,USER_02656,351,1,2237.63
1078,USER_02661,326,1,8011.86
1079,USER_02667,132,1,3779.71
1080,USER_02669,79,1,1037.12
1081,USER_02670,72,2,9284.439999999999
1082,USER_02672,47,1,3913.38
1083,USER_02675,164,1,2543.58
1084,USER_02676,130,3,15080.390000000001
1085,USER_02678,166,1,905.17
1086,USER_02681,2,1,9886.47
1087,USER_02682,329,1,7991.54
1088,USER_02690,148,1,2544.95
1089,USER_02691,310,1,3827.26
1090,USER_02698,39,1,9430.69
1091,USER_02700,2,2,11930.87
1092,USER_02701,109,1,9629.43
1093,USER_02705,136,1,4307.21
1094,USER_02706,72,2,7488.93
1095,USER_02712,82,1,4365.13
1096,USER_02713,339,1,2541.05
1097,USER_02721,345,1,6163.63
1098,USER_02726,239,1,3160.1
1099,USER_02729,11,2,17659.52
1100,USER_02733,81,2,11171.880000000001
1101,USER_02734,321,1,7675.9
1102,USER_02737,340,1,9596.95
1103,USER_02738,197,2,13222.0
1104,USER_02739,76,1,204.0
1105,USER_02744,147,1,8804.98
1106,USER_02746,135,1,922.58
1107,USER_02748,45,3,12103.939999999999
1108,USER_02750,148,2,8572.06
1109,USER_02751,154,1,3851.99
1110,USER_02754,103,1,5302.39
1111,USER_02756,240,1,1841.1
1112,USER_02759,41,1,1052.31
1113,USER_02764,167,1,86.53
1114,USER_02766,270,2,15925.89
1115,USER_02772,209,1,9449.64
1116,USER_02774,357,1,7444.55
1117,USER_02775,177,2,16543.66
1118,USER_02778,108,2,12329.369999999999
1119,USER_02779,52,1,515.05
1120,USER_02780,354,1,6639.25
1121,USER_02781,19,2,16851.63
1122,USER_02782,176,2,7883.0
1123,USER_02784,29,1,1973.14
1124,USER_02788,108,1,2073.41
1125,USER_02793,85,1,2916.13
1126,USER_02794,144,1,7407.81
1127,USER_02795,93,2,8298.73
1128,USER_02797,38,1,2961.75
1129,USER_02800,331,1,8392.3
1130,USER_02803,51,3,9770.77
1131,USER_02807,199,2,14336.21
1132,USER_02808,30,1,8177.14
1133,USER_02809,40,2,10501.9
1134,USER_02811,357,1,4107.54
1135,USER_02812,229,1,6665.97
1136,USER_02815,164,1,6255.35
1137,USER_02817,331,1,4155.44
1138,USER_02819,350,1,428.94
1139,USER_02822,84,1,352.2
1140,USER_02826,75,1,3341.83
1141,USER_02827,200,1,5871.29
1142,USER_02828,29,1,7798.69
1143,USER_02830,94,1,9200.15
1144,USER_02832,95,1,3584.38
1145,USER_02833,135,1,2866.75
1146,USER_02835,242,1,4780.47
1147,USER_02839,150,1,1454.81
1148,USER_02840,143,1,273.27
1149,USER_02841,49,1,7979.07
1150,USER_02842,78,1,9468.58
1151,USER_02845,3,2,15255.25
1152,USER_02847,291,3,16977.36
1153,USER_02854,325,1,9832.1
1154,USER_02858,331,1,404.28
1155,USER_02861,195,1,1693.53
1156,USER_02867,227,2,13921.6
1157,USER_02873,243,1,8851.99
1158,USER_02879,335,1,3455.9
1159,USER_02881,9,1,212.28
1160,USER_02883,198,1,6757.13
1161,USER_02884,31,1,8353.89
1162,USER_02887,313,1,3060.86
1163,USER_02893,209,1,9152.26
1164,USER_02895,262,1,74.95
1165,USER_02897,94,1,7962.41
1166,USER_02898,356,1,401.62
1167,USER_02907,47,2,13135.01
1168,USER_02911,225,1,4500.83
1169,USER_02913,280,1,8357.39
1170,USER_02915,62,1,7461.49
1171,USER_02916,35,1,2389.48
1172,USER_02920,296,1,9007.27
1173,USER_02921,30,1,6571.18
1174,USER_02923,91,1,3884.34
1175,USER_02924,329,1,165.66
1176,USER_02926,171,2,10263.68
1177,USER_02928,158,1,2619.8
1178,USER_02929,219,1,8707.3
1179,USER_02931,91,1,1624.55
1180,USER_02935,46,1,6047.22
1181,USER_02936,142,2,6658.870000000001
1182,USER_02939,74,2,2544.03
1183,USER_02940,252,1,3795.03
1184,USER_02945,4,2,8557.04
1185,USER_02946,103,2,14071.88
1186,USER_02947,149,1,5894.71
1187,USER_02949,37,1,4011.54
1188,USER_02952,184,2,8256.74
1189,USER_02954,211,3,17132.59
1190,USER_02960,149,2,13684.800000000001
1191,USER_02964,19,1,3012.63
1192,USER_02965,124,2,7041.34
1193,USER_02967,49,2,8113.4400000000005
1194,USER_02969,308,1,7032.46
1195,USER_02973,149,1,3239.97
1196,USER_02978,39,2,15496.3
1197,USER_02986,125,2,1054.67
1198,USER_02989,251,1,4109.25
1199,USER_02990,101,1,4826.13
1200,USER_02991,197,1,4204.11
1201,USER_02994,141,1,7750.81
1202,USER_02996,197,1,456.81
1203,USER_02998,69,1,1908.48
1204,USER_02999,104,1,7168.56
1205,USER_03009,8,1,3271.05
1206,USER_03011,329,1,7310.04
1207,USER_03012,146,1,6071.61
1208,USER_03013,265,1,4267.2
1209,USER_03016,207,1,8718.37
1210,USER_03019,21,1,8641.89
1211,USER_03020,359,1,2966.49
1212,USER_03021,82,1,6475.62
1213,USER_03023,168,1,3562.78
1214,USER_03025,122,1,3337.42
1215,USER_03026,8,1,3619.78
1216,USER_03027,25,2,8397.32
1217,USER_03033,3,3,16964.71
1218,USER_03035,221,1,8583.2
1219,USER_03037,163,1,8763.32
1220,USER_03038,49,2,3081.06
1221,USER_03039,247,1,8917.74
1222,USER_03040,178,1,1242.84
1223,USER_03042,280,1,2480.04
1224,USER_03043,363,1,7975.27
1225,USER_03044,331,1,7382.21
1226,USER_03045,187,1,7731.09
1227,USER_03049,42,1,4785.4
1228,USER_03052,59,2,13736.810000000001
1229,USER_03053,34,3,19082.36
1230,USER_03055,140,1,6679.89
1231,USER_03056,142,1,6223.29
1232,USER_03060,11,1,8115.28
1233,USER_03062,167,2,10207.44
1234,USER_03063,57,1,644.6
1235,USER_03067,258,1,5732.04
1236,USER_03073,138,1,8355.59
1237,USER_03079,164,1,9269.83
1238,USER_03081,127,1,2670.96
1239,USER_03082,298,1,6463.26
1240,USER_03087,86,1,4862.75
1241,USER_03089,159,1,4879.24
1242,USER_03090,319,1,6250.11
1243,USER_03091,87,1,8026.0
1244,USER_03092,133,1,7153.17
1245,USER_03094,242,2,5035.38
1246,USER_03095,100,1,7729.84
1247,USER_03098,26,2,10238.529999999999
1248,USER_03105,84,1,4383.88
1249,USER_03115,241,1,4292.87
1250,USER_03117,159,1,7373.7
1251,USER_03118,81,1,1639.77
1252,USER_03121,5,2,7138.139999999999
1253,USER_03124,231,1,6298.49
1254,USER_03128,221,1,8801.77
1255,USER_03131,198,1,1711.61
1256,USER_03132,172,1,5477.45
1257,USER_03134,60,1,707.43
1258,USER_03135,255,1,4825.33
1259,USER_03138,192,1,5734.2
1260,USER_03139,108,1,1916.1
1261,USER_03140,265,1,7247.97
1262,USER_03144,115,1,3602.17
1263,USER_03145,192,1,8848.72
1264,USER_03146,126,1,4564.34
1265,USER_03152,157,1,650.94
1266,USER_03154,16,1,6056.36
1267,USER_03157,176,1,4651.1
1268,USER_03158,13,1,6327.09
1269,USER_03160,51,1,815.77
1270,USER_03166,302,1,6701.62
1271,USER_03169,302,1,779.45
1272,USER_03172,23,1,7517.95
1273,USER_03175,213,1,330.05
1274,USER_03177,205,1,2726.63
1275,USER_03179,188,2,11350.619999999999
1276,USER_03186,320,1,1758.56
1277,USER_03188,239,1,7179.41
1278,USER_03191,184,3,10591.45
1279,USER_03192,5,2,3198.11
1280,USER_03193,263,1,6518.42
1281,USER_03195,12,2,14192.31
1282,USER_03199,207,1,7477.81
1283,USER_03205,182,1,1184.91
1284,USER_03206,80,2,10029.92
1285,USER_03210,143,1,7775.12
1286,USER_03214,180,1,6438.92
1287,USER_03216,282,1,3319.77
1288,USER_03218,110,1,1531.32
1289,USER_03222,12,1,5306.92
1290,USER_03224,213,1,5212.45
1291,USER_03229,147,1,4101.12
1292,USER_03232,348,1,1447.42
1293,USER_03234,327,1,3823.98
1294,USER_03237,31,3,18100.88
1295,USER_03238,166,1,5914.57
1296,USER_03239,154,2,16745.71
1297,USER_03240,212,2,15751.56
1298,USER_03241,46,1,2962.13
1299,USER_03244,248,1,6680.82
1300,USER_03245,9,1,44.88
1301,USER_03246,262,1,437.6
1302,USER_03248,290,1,9157.01
1303,USER_03253,189,1,2563.88
1304,USER_03256,59,2,5693.54
1305,USER_03261,234,1,5088.01
1306,USER_03262,189,1,6596.55
1307,USER_03263,30,1,6319.46
1308,USER_03265,293,1,1890.21
1309,USER_03267,54,1,7330.53
1310,USER_03270,318,1,8916.58
1311,USER_03272,297,1,9931.78
1312,USER_03277,174,1,6087.95
1313,USER_03278,79,1,7656.39
1314,USER_03284,93,3,12392.44
1315,USER_03286,140,1,8474.95
1316,USER_03289,28,1,4537.21
1317,USER_03290,239,1,1940.11
1318,USER_03291,175,1,829.44
1319,USER_03292,3,2,2240.5
1320,USER_03296,343,1,9029.37
1321,USER_03300,152,2,10663.91
1322,USER_03303,116,1,7638.1
1323,USER_03308,125,1,1177.97
1324,USER_03310,289,2,2863.54
1325,USER_03311,182,3,13066.7
1326,USER_03312,349,1,8153.9
1327,USER_03313,17,1,2451.21
1328,USER_03315,352,1,1362.66
1329,USER_03318,20,2,16405.29
1330,USER_03324,100,2,12011.349999999999
1331,USER_03325,363,1,3855.29
1332,USER_03326,221,1,6427.82
1333,USER_03327,281,1,5621.02
1334,USER_03332,259,1,5869.72
1335,USER_03334,125,1,5404.41
1336,USER_03336,363,1,2578.28
1337,USER_03338,114,1,8573.83
1338,USER_03341,129,2,8867.8
1339,USER_03342,51,1,3075.86
1340,USER_03343,6,1,4872.93
1341,USER_03347,90,2,12366.55
1342,USER_03355,2,1,3961.82
1343,USER_03356,25,1,5741.58
1344,USER_03357,223,1,6273.05
1345,USER_03360,347,1,1235.83
1346,USER_03361,137,1,6253.98
1347,USER_03365,259,1,7089.76
1348,USER_03369,37,2,16006.65
1349,USER_03370,182,1,5060.15
1350,USER_03371,85,2,10911.64
1351,USER_03373,283,1,9910.97
1352,USER_03376,354,1,8952.34
1353,USER_03377,270,1,9944.88
1354,USER_03380,105,1,6546.95
1355,USER_03382,222,1,9752.36
1356,USER_03389,160,1,6401.47
1357,USER_03390,139,1,1530.19
1358,USER_03391,124,2,4459.06
1359,USER_03396,300,1,5874.17
1360,USER_03401,223,1,8822.11
1361,USER_03404,107,1,5018.71
1362,USER_03406,145,1,5730.45
1363,USER_03412,81,2,10639.89
1364,USER_03413,305,2,8513.49
1365,USER_03416,304,1,8407.6
1366,USER_03418,309,1,5160.78
1367,USER_03420,57,1,579.61
1368,USER_03430,197,1,1910.85
1369,USER_03434,21,2,7579.360000000001
1370,USER_03435,331,1,4054.27
1371,USER_03437,285,1,900.81
1372,USER_03438,317,1,4385.77
1373,USER_03440,276,1,4929.03
1374,USER_03447,10,1,4862.56
1375,USER_03450,222,1,5885.22
1376,USER_03453,107,1,7488.53
1377,USER_03458,172,2,6808.79
1378,USER_03459,183,2,8009.45
1379,USER_03461,345,1,6824.58
1380,USER_03463,12,2,15018.119999999999
1381,USER_03466,45,1,7269.73
1382,USER_03467,269,1,2205.52
1383,USER_03468,361,1,2938.73
1384,USER_03469,170,1,7947.11
1385,USER_03473,96,1,2116.06
1386,USER_03477,92,1,5954.13
1387,USER_03478,239,2,13034.52
1388,USER_03480,29,1,3120.22
1389,USER_03481,86,2,10133.7
1390,USER_03482,91,1,7816.63
1391,USER_03485,359,1,3635.8
1392,USER_03486,243,1,8870.99
1393,USER_03488,200,1,3531.75
1394,USER_03490,139,1,2723.61
1395,USER_03491,56,3,20470.29
1396,USER_03492,3,2,7127.9
1397,USER_03494,56,1,7740.52
1398,USER_03497,48,1,4511.03
1399,USER_03498,346,1,2348.45
1400,USER_03501,227,1,2592.72
1401,USER_03502,166,1,5286.2
1402,USER_03506,329,1,6616.82
1403,USER_03512,166,1,6610.9
1404,USER_03513,65,1,6218.08
1405,USER_03514,14,3,15613.01
1406,USER_03515,99,2,14095.23
1407,USER_03520,35,1,233.07
1408,USER_03521,1,2,9443.41
1409,USER_03522,124,1,5981.46
1410,USER_03523,127,1,1909.96
1411,USER_03528,363,1,1446.76
1412,USER_03529,359,1,1445.33
1413,USER_03532,293,1,6090.64
1414,USER_03535,112,1,8494.84
1415,USER_03537,225,1,7660.6
1416,USER_03539,66,1,5322.9
1417,USER_03540,184,1,2435.79
1418,USER_03541,326,2,4990.52
1419,USER_03544,364,1,3100.58
1420,USER_03545,28,1,5852.35
1421,USER_03546,65,2,6773.02
1422,USER_03550,193,2,6784.83
1423,USER_03557,66,2,10891.23
1424,USER_03560,36,1,3873.29
1425,USER_03561,321,1,5272.65
1426,USER_03564,39,2,5922.990000000001
1427,USER_03565,14,1,4733.04
1428,USER_03569,247,2,7508.849999999999
1429,USER_03570,321,1,56.36
1430,USER_03571,190,2,8884.47
1431,USER_03572,196,2,12778.8
1432,USER_03573,38,1,8480.9
1433,USER_03575,15,2,9359.02
1434,USER_03576,38,1,5698.73
1435,USER_03577,120,1,3815.06
1436,USER_03578,239,2,4680.5
1437,USER_03583,166,1,8192.13
1438,USER_03588,335,1,7151.28
1439,USER_03591,266,2,11149.64
1440,USER_03592,289,1,7499.97
1441,USER_03594,316,1,5729.81
1442,USER_03597,67,1,4575.58
1443,USER_03598,6,2,9276.98
1444,USER_03599,294,2,9089.14
1445,USER_03601,168,2,12367.81
1446,USER_03603,212,1,6555.27
1447,USER_03604,27,2,8192.470000000001
1448,USER_03605,44,1,8698.61
1449,USER_03612,348,1,6417.39
1450,USER_03614,112,2,7634.459999999999
1451,USER_03616,295,1,7765.34
1452,USER_03619,348,1,4275.89
1453,USER_03621,311,1,1822.07
1454,USER_03625,174,1,8032.16
1455,USER_03626,80,2,9205.61
1456,USER_03630,320,1,7688.95
1457,USER_03631,142,1,8538.01
1458,USER_03634,183,1,1372.54
1459,USER_03643,65,2,7582.93
1460,USER_03647,84,2,11478.33
1461,USER_03648,80,2,1638.97
1462,USER_03649,183,2,2154.68
1463,USER_03650,8,2,13458.279999999999
1464,USER_03652,109,1,1753.36
1465,USER_03653,189,1,8357.01
1466,USER_03656,303,1,5373.71
1467,USER_03660,133,1,4918.19
1468,USER_03664,161,1,5231.83
1469,USER_03665,103,1,6824.91
1470,USER_03666,339,1,3803.65
1471,USER_03667,119,1,1422.34
1472,USER_03668,165,1,7970.15
1473,USER_03670,9,1,4935.22
1474,USER_03671,305,1,4251.87
1475,USER_03672,108,1,9663.46
1476,USER_03673,223,2,15181.880000000001
1477,USER_03681,30,3,21158.760000000002
1478,USER_03683,28,1,6865.1
1479,USER_03684,37,1,3751.76
1480,USER_03686,250,1,7453.96
1481,USER_03690,146,1,9777.02
1482,USER_03697,253,1,1923.53
1483,USER_03700,362,1,6326.46
1484,USER_03709,12,2,3690.12
1485,USER_03715,89,1,2958.7
1486,USER_03717,34,1,1680.3
1487,USER_03718,357,1,2561.56
1488,USER_03719,234,1,2197.79
1489,USER_03722,262,1,8091.76
1490,USER_03723,312,1,6992.85
1491,USER_03724,276,1,9992.23
1492,USER_03725,271,1,6218.1
1493,USER_03727,12,1,3053.07
1494,USER_03729,285,1,3369.9
1495,USER_03730,62,2,13439.56
1496,USER_03731,178,2,11133.880000000001
1497,USER_03732,186,2,4211.5199999999995
1498,USER_03734,142,1,908.54
1499,USER_03738,86,1,1404.73
1500,USER_03739,348,1,7631.8
1501,USER_03743,141,3,9221.99
1502,USER_03748,61,1,3982.87
1503,USER_03750,282,1,827.42
1504,USER_03755,237,2,7166.68
1505,USER_03756,1,1,4088.26
1506,USER_03757,233,2,8653.14
1507,USER_03760,16,2,5143.610000000001
1508,USER_03761,333,1,9008.94
1509,USER_03764,32,2,9808.029999999999
1510,USER_03767,22,2,11356.28
1511,USER_03769,150,1,9033.07
1512,USER_03773,325,1,1835.06
1513,USER_03774,73,1,7500.89
1514,USER_03775,166,1,3899.42
1515,USER_03776,58,1,7647.92
1516,USER_03778,91,1,6661.8
1517,USER_03782,229,1,6310.85
1518,USER_03786,322,1,6221.05
1519,USER_03788,86,1,8615.83
1520,USER_03796,196,1,3898.71
1521,USER_03798,44,2,5550.38
1522,USER_03801,95,2,4172.22
1523,USER_03802,347,1,4402.89
1524,USER_03804,307,1,8181.61
1525,USER_03806,291,1,6015.97
1526,USER_03810,110,1,3481.86
1527,USER_03812,29,1,4819.5
1528,USER_03816,109,2,10117.97
1529,USER_03817,257,1,9168.51
1530,USER_03818,260,1,2285.16
1531,USER_03820,361,1,1188.69
1532,USER_03822,26,1,9111.1
1533,USER_03825,100,1,5825.81
1534,USER_03826,92,1,3849.45
1535,USER_03838,3,1,3159.9
1536,USER_03842,16,1,3941.21
1537,USER_03846,295,1,7832.84
1538,USER_03847,250,1,7318.44
1539,USER_03853,139,1,1515.08
1540,USER_03856,340,1,7615.05
1541,USER_03860,33,2,9835.86
1542,USER_03862,48,1,1977.44
1543,USER_03864,163,1,2143.49
1544,USER_03866,111,1,3691.61
1545,USER_03867,106,1,5230.22
1546,USER_03868,197,1,3888.52
1547,USER_03871,81,1,1422.18
1548,USER_03873,230,1,5611.24
1549,USER_03874,198,2,13874.19
1550,USER_03878,40,1,3860.98
1551,USER_03879,148,1,4526.24
1552,USER_03880,44,1,3838.53
1553,USER_03883,247,1,5303.16
1554,USER_03884,332,1,6194.97
1555,USER_03887,58,1,469.16
1556,USER_03888,75,3,23800.760000000002
1557,USER_03893,5,2,18386.14
1558,USER_03895,70,2,9554.02
1559,USER_03897,249,1,5342.78
1560,USER_03898,116,1,8771.7
1561,USER_03899,17,1,9968.29
1562,USER_03901,332,1,7074.53
1563,USER_03903,22,1,8742.96
1564,USER_03904,13,2,3577.02
1565,USER_03907,347,1,1033.68
1566,USER_03908,248,1,2585.62
1567,USER_03913,312,1,5863.06
1568,USER_03914,20,1,7798.62
1569,USER_03916,54,1,674.2
1570,USER_03918,0,1,9496.45
1571,USER_03921,190,1,2093.97
1572,USER_03925,188,1,5459.89
1573,USER_03928,166,1,4480.53
1574,USER_03934,225,1,6724.62
1575,USER_03935,363,1,5741.96
1576,USER_03936,336,1,4995.58
1577,USER_03942,17,2,3422.35
1578,USER_03944,235,1,4063.48
1579,USER_03945,81,4,25063.95
1580,USER_03946,307,1,7254.1
1581,USER_03948,144,1,7737.29
1582,USER_03949,172,3,12191.859999999999
1583,USER_03951,3,1,7645.23
1584,USER_03954,328,1,6925.24
1585,USER_03955,13,1,693.78
1586,USER_03959,214,1,277.87
1587,USER_03960,290,2,995.41
1588,USER_03961,48,2,6604.790000000001
1589,USER_03963,362,1,7078.24
1590,USER_03966,14,1,2458.81
1591,USER_03970,251,1,4998.81
1592,USER_03975,16,1,1644.69
1593,USER_03976,60,2,5782.62
1594,USER_03977,10,1,5873.71
1595,USER_03981,322,1,9218.24
1596,USER_03984,257,1,9849.68
1597,USER_03985,215,1,748.56
1598,USER_03990,292,1,6944.49
1599,USER_03997,84,1,8247.91
